timestamp,user,client_ip,method,url,content_length,label
2026-05-21 05:59:22,user_06@enterprise.com,192.168.5.100,POST,http://localhost:8080/tienda1/publico/pagar.jsp,Content-Length: 56,1
2026-05-21 06:06:00,user_17@enterprise.com,192.168.5.99,GET,http://localhost:8080/tienda1/publico/vaciar.jsp?B2A=Vaciar+carrito,,1
2026-05-21 06:09:03,user_26@enterprise.com,192.168.5.100,GET,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9567&B1=Pasar+por+caja%2F,,1
2026-05-21 06:24:23,user_26@enterprise.com,192.168.5.99,POST,http://localhost:8080/tienda1/publico/anadir.jsp,Content-Length: 136,1
2026-05-21 06:25:09,user_28@enterprise.com,192.168.5.100,GET,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=%4040,,1
2026-05-21 06:26:42,user_31@enterprise.com,192.168.5.99,POST,http://localhost:8080/tienda1/publico/registro.jsp,Content-Length: 317,1
2026-05-21 06:43:30,user_32@enterprise.com,192.168.5.99,GET,http://localhost:8080/tienda1/6909030637832563290.jsp.bak,,1
2026-05-21 06:46:54,user_25@enterprise.com,192.168.5.99,GET,http://localhost:8080/tienda1/asf-logo-wide.BAK,,1
2026-05-21 07:06:29,user_50@enterprise.com,192.168.5.100,POST,http://localhost:8080/tienda1/publico/anadir.jsp,Content-Length: 73,1
2026-05-21 07:10:59,user_22@enterprise.com,192.168.5.99,GET,http://localhost:8080/tienda1/miembros/imagenes/ogono.jpg/asf-logo-wide.gif.inc,,1
2026-05-21 07:17:19,user_31@enterprise.com,192.168.5.100,GET,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectasbob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org,,1
2026-05-21 07:19:32,user_06@enterprise.com,192.168.5.99,POST,http://localhost:8080/tienda1/publico/anadir.jsp,Content-Length: 82,1
2026-05-21 07:20:50,user_49@enterprise.com,192.168.5.99,POST,http://localhost:8080/tienda1/miembros/editar.jsp,Content-Length: 272,1
2026-05-21 07:30:05,user_21@enterprise.com,192.168.5.99,GET,http://localhost:8080/theme,,1
2026-05-21 07:34:41,user_40@enterprise.com,192.168.5.100,GET,http://localhost:8080/tienda1/publico/pagar.jsp?modoA=insertar&precio=7990&B1=Pasar+por+caja,,1
2026-05-21 07:36:37,user_26@enterprise.com,192.168.5.99,GET,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=%3C%21--%23include+file%3D%22archivo_secreto%22+--%3E,,1
2026-05-21 08:07:32,user_07@enterprise.com,192.168.5.99,POST,http://localhost:8080/tienda1/publico/registro.jsp,Content-Length: 242,1
2026-05-21 08:09:59,user_17@enterprise.com,192.168.5.99,GET,http://localhost:8080/_vti_bin/_vti_aut/author.dll,,1
2026-05-21 08:31:38,user_29@enterprise.com,192.168.5.99,POST,http://localhost:8080/tienda1/publico/vaciar.jsp,Content-Length: 18,1
2026-05-21 08:36:50,user_25@enterprise.com,192.168.5.99,GET,http://localhost:8080/tienda1/imagenes/2.gif/6909030637832563290.jsp,,1
